TicketID,CreatedDateKey,ClosedDateKey,EmployeeID,AssignedTeamID,SLA_ID,Priority,Status,TimeToClose (hrs),SLA_Violated,Category
62,20240724,20240729,1008,13,4,High,Closed,37,No,Hardware
63,20220830,20220911,1600,8,1,Low,Open,98,No,Hardware
64,20220102,20220105,1549,15,4,High,Closed,24,No,Software
65,20220813,20220815,1021,12,2,Critical,Open,16,No,Account Access
66,20240311,20240322,1680,19,3,Low,Resolved,88,No,Other
67,20230812,20230816,1257,15,3,High,Open,31,No,Account Access
68,20220426,20220503,1128,25,1,Medium,Closed,55,No,Email
69,20240706,20240716,1009,27,3,Medium,Escalated,77,No,Software
70,20250131,20250203,1610,18,4,Low,Open,24,Yes,Email
71,20220713,20220726,1599,5,1,Medium,Closed,102,No,Network
72,20250404,20250418,1177,39,1,Critical,Resolved,115,Yes,Other
73,20240520,20240526,1747,4,1,Medium,Closed,48,Yes,Account Access
74,20220331,20220407,1430,18,2,Medium,Open,58,Yes,Hardware
75,20220502,20220515,1685,9,3,Low,Escalated,103,No,Account Access
76,20220523,20220525,1713,29,3,Critical,Escalated,16,No,Network
77,20240920,20240923,1101,30,3,Medium,Closed,24,Yes,Hardware
78,20220416,20220425,1627,5,3,Medium,Closed,67,Yes,Software
79,20240605,20240606,1715,16,3,Low,Escalated,7,No,Hardware
80,20230304,20230312,1187,25,2,Low,Escalated,61,Yes,Hardware
81,20250821,20250822,1534,31,2,Critical,Closed,10,No,Other
82,20221113,20221116,1584,26,4,Medium,Escalated,24,No,Hardware
83,20230927,20231003,1131,27,2,High,Closed,48,No,Hardware
84,20220109,20220120,1732,27,1,Medium,Resolved,87,No,Software
85,20240213,20240221,1154,38,4,Medium,Resolved,65,No,Account Access
86,20250101,20250108,1312,30,3,High,Closed,56,No,Other
87,20251014,20251017,1323,40,1,High,Open,26,No,Software
88,20220811,20220823,1321,13,3,High,Escalated,96,Yes,Software
89,20251210,20251216,1509,32,4,High,Escalated,48,No,Hardware
90,20230707,20230708,1710,29,1,Medium,Closed,8,No,Other
91,20251025,20251102,1312,36,2,High,Resolved,60,Yes,Hardware
92,20231217,20231226,1042,32,1,Low,Open,76,Yes,Network
93,20250711,20250720,1425,11,1,High,Escalated,72,No,Software
94,20250903,20250917,1737,40,4,Low,Open,111,No,Other
95,20250112,20250116,1523,29,3,High,Open,29,Yes,Hardware
96,20250903,20250907,1090,34,2,Critical,Resolved,32,No,Account Access
97,20220421,20220428,1437,20,2,Critical,Escalated,58,No,Network
98,20220908,20220915,1085,15,4,Critical,Closed,61,Yes,Hardware
99,20230118,20230129,1462,23,2,Critical,Open,90,No,Account Access
100,20220107,20220113,1585,34,1,Medium,Resolved,49,No,Email
101,20230404,20230411,1290,28,3,Medium,Closed,57,No,Hardware
102,20250112,20250126,1423,27,4,High,Closed,109,No,Software
103,20220727,20220728,1287,22,3,Medium,Escalated,8,No,Hardware
104,20240618,20240627,1211,8,4,Medium,Escalated,72,No,Account Access
105,20251114,20251128,1388,29,4,Low,Escalated,114,No,Email
106,20250830,20250912,1668,19,2,Low,Open,102,No,Hardware
107,20220122,20220128,1218,32,3,Low,Closed,47,No,Network
108,20230214,20230222,1345,1,4,Medium,Resolved,64,No,Other
109,20240613,20240626,1010,3,3,Low,Resolved,104,Yes,Email
110,20230530,20230604,1028,26,1,Low,Closed,42,Yes,Other
111,20250224,20250308,1635,7,2,High,Resolved,97,Yes,Email
112,20240319,20240326,1619,26,4,Low,Escalated,57,No,Network
113,20240523,20240526,1659,27,3,High,Resolved,25,No,Network
114,20220114,20220124,1042,19,1,Critical,Resolved,78,Yes,Hardware
115,20240828,20240829,1581,4,3,Low,Open,7,No,Other
116,20240904,20240911,1135,27,3,Low,Resolved,57,No,Other
117,20241010,20241015,1172,37,4,Critical,Closed,40,Yes,Software
118,20241101,20241102,1366,14,1,Medium,Open,7,No,Network
119,20220328,20220406,1189,8,2,High,Resolved,77,No,Software
120,20240627,20240706,1694,1,4,High,Resolved,72,No,Software
121,20250817,20250823,1602,8,2,High,Resolved,48,Yes,Email
122,20250620,20250701,1421,38,2,High,Closed,89,Yes,Software
123,20220502,20220511,1193,29,1,Low,Escalated,75,Yes,Software
124,20250316,20250323,1526,34,4,Critical,Closed,56,No,Email
125,20240120,20240128,1168,7,4,Critical,Closed,62,No,Other
126,20251011,20251022,1590,5,3,High,Resolved,86,Yes,Network
127,20231116,20231118,1456,20,4,Low,Open,18,No,Account Access
128,20221105,20221107,1218,22,1,Low,Resolved,18,No,Account Access
129,20231126,20231130,1745,4,1,Low,Open,32,No,Email
130,20221015,20221016,1420,1,3,Medium,Resolved,9,No,Hardware
131,20221103,20221111,1114,32,1,Critical,Closed,64,No,Account Access
132,20240702,20240707,1500,19,2,Low,Resolved,40,No,Email
133,20231024,20231105,1012,23,4,Critical,Escalated,95,No,Other
134,20230703,20230717,1148,18,3,Medium,Open,111,No,Hardware
135,20251007,20251014,1266,6,4,Medium,Closed,57,No,Hardware
136,20221108,20221120,1459,15,4,High,Closed,96,No,Network
137,20240522,20240524,1013,12,3,Medium,Open,16,No,Network
138,20241218,20241223,1249,29,2,Low,Escalated,36,No,Other
139,20240712,20240721,1419,24,3,Medium,Resolved,72,No,Email
140,20240125,20240203,1396,13,1,Medium,Closed,74,No,Account Access
141,20220204,20220206,1698,39,2,Critical,Escalated,14,Yes,Software
142,20230321,20230404,1580,30,4,Critical,Closed,113,Yes,Network
143,20220403,20220414,1276,9,2,Critical,Resolved,87,No,Software
144,20250515,20250517,1352,2,1,Low,Resolved,15,Yes,Software
145,20221219,20221224,1107,10,2,High,Resolved,36,No,Account Access
146,20240621,20240624,1191,11,1,Low,Resolved,20,No,Account Access
147,20250917,20250930,1080,14,2,Low,Escalated,101,No,Other
148,20240511,20240512,1448,7,2,Low,Closed,8,No,Software
149,20220608,20220619,1434,24,1,Medium,Closed,88,No,Hardware
150,20240814,20240827,1196,6,3,Low,Closed,106,No,Email
151,20220124,20220125,1331,8,2,Critical,Closed,8,No,Email
152,20230208,20230213,1024,25,2,Critical,Escalated,36,Yes,Email
153,20240315,20240318,1139,5,4,Low,Closed,24,No,Account Access
154,20230531,20230609,1010,25,1,Low,Resolved,71,No,Email
155,20240102,20240115,1605,4,3,Medium,Escalated,105,No,Account Access
156,20251019,20251031,1303,3,4,Critical,Closed,94,No,Account Access
157,20251106,20251109,1336,7,1,Medium,Escalated,24,Yes,Email
158,20230616,20230619,1386,22,1,High,Closed,24,No,Network
159,20240813,20240816,1176,24,3,Medium,Closed,22,No,Account Access
160,20220601,20220615,1558,18,1,Low,Escalated,112,Yes,Hardware
161,20240804,20240805,1657,17,4,High,Open,8,No,Account Access
162,20230831,20230903,1512,8,3,Critical,Closed,29,Yes,Email
163,20230224,20230301,1581,15,1,Critical,Open,39,Yes,Network
164,20250627,20250705,1225,32,2,High,Closed,67,No,Email
165,20250214,20250221,1644,40,4,Low,Resolved,52,No,Account Access
166,20240515,20240527,1514,8,2,Critical,Escalated,93,No,Hardware
167,20230801,20230814,1601,28,1,Critical,Open,104,No,Account Access
168,20221201,20221214,1743,21,1,Medium,Resolved,106,No,Account Access
169,20251212,20251223,1453,4,2,High,Closed,88,No,Network
170,20240720,20240724,1295,35,1,Low,Resolved,28,No,Other
171,20221022,20221026,1101,5,1,Low,Escalated,32,No,Hardware
172,20240125,20240206,1063,20,4,Critical,Resolved,94,Yes,Network
173,20251026,20251030,1591,9,1,Critical,Closed,32,No,Software
174,20220705,20220713,1723,10,4,Medium,Closed,64,No,Other
175,20250623,20250701,1083,30,3,Critical,Closed,64,No,Software
176,20230929,20231001,1473,2,1,Low,Open,16,No,Hardware
177,20250715,20250722,1313,1,3,Critical,Resolved,56,Yes,Software
178,20250614,20250626,1226,13,3,Critical,Resolved,96,No,Other
179,20230614,20230625,1743,24,3,High,Closed,87,No,Other
180,20220121,20220204,1255,18,3,Critical,Open,112,No,Software
181,20240629,20240711,1236,33,4,Medium,Escalated,96,No,Software
182,20240516,20240521,1489,5,3,Critical,Escalated,40,Yes,Other
183,20240304,20240306,1664,37,4,Low,Resolved,18,No,Software
184,20220410,20220423,1285,2,1,Medium,Closed,102,Yes,Other
185,20240122,20240125,1679,38,2,High,Closed,20,No,Software
186,20230423,20230504,1536,35,4,High,Closed,88,No,Email
187,20250814,20250821,1009,17,1,High,Closed,52,No,Account Access
188,20240728,20240803,1364,33,1,Medium,Open,51,No,Email
189,20230610,20230616,1312,9,3,Low,Closed,45,Yes,Email
190,20221130,20221212,1674,31,3,High,Closed,98,No,Network
191,20220102,20220109,1282,7,1,Medium,Open,56,No,Other
192,20230110,20230116,1251,16,2,Medium,Closed,49,No,Network
193,20221020,20221031,1573,30,3,High,Closed,87,No,Email
194,20240416,20240418,1719,8,4,Critical,Escalated,14,Yes,Email
195,20241001,20241009,1412,24,2,Critical,Resolved,64,No,Software
196,20230707,20230714,1354,15,3,Critical,Resolved,56,No,Software
197,20221114,20221120,1148,13,2,High,Escalated,43,No,Network
198,20230116,20230121,1168,15,2,Medium,Resolved,39,No,Other
199,20220114,20220125,1414,35,2,Medium,Open,88,No,Account Access
200,20230519,20230525,1146,10,2,Low,Closed,49,No,Software
201,20220819,20220902,1491,3,3,Critical,Open,112,No,Network
202,20250112,20250115,1293,33,4,Low,Resolved,23,No,Email
203,20220510,20220512,1003,28,1,Medium,Open,15,No,Hardware
204,20240417,20240426,1077,27,4,High,Escalated,70,No,Software
205,20250314,20250315,1576,21,2,High,Resolved,11,No,Network
206,20240609,20240611,1103,15,2,Low,Closed,16,No,Other
207,20220128,20220208,1594,8,3,Medium,Resolved,88,No,Hardware
208,20220307,20220317,1047,7,4,High,Closed,78,No,Account Access
209,20250401,20250411,1415,30,1,Critical,Closed,82,No,Network
210,20250606,20250607,1263,19,3,Critical,Resolved,11,Yes,Hardware
211,20220918,20220926,1644,14,4,Critical,Open,63,No,Hardware
212,20251218,20251222,1711,30,4,Critical,Escalated,32,No,Account Access
213,20230405,20230411,1176,16,2,Medium,Resolved,48,No,Network
214,20221028,20221108,1709,24,3,Medium,Closed,88,No,Account Access
215,20240707,20240712,1610,19,2,Medium,Open,40,No,Other
216,20250819,20250827,1308,19,1,Low,Resolved,64,No,Email
217,20221014,20221024,1115,20,2,Low,Open,80,No,Network
218,20251119,20251126,1571,12,3,Low,Open,52,No,Email
219,20241030,20241031,1444,28,1,Low,Resolved,6,No,Email
220,20230922,20230930,1445,39,1,Medium,Resolved,63,No,Software
221,20220927,20221001,1458,19,4,High,Escalated,32,No,Software
222,20230815,20230822,1396,13,2,Medium,Resolved,54,No,Software
223,20240423,20240426,1412,24,3,Medium,Escalated,24,No,Email
224,20240511,20240513,1502,36,2,Low,Resolved,16,Yes,Hardware
225,20251016,20251017,1531,34,3,High,Open,10,No,Account Access
226,20250704,20250714,1290,24,4,Critical,Closed,79,No,Software
227,20220513,20220518,1089,27,1,Critical,Escalated,40,No,Hardware
228,20250723,20250803,1370,19,3,Low,Open,90,No,Email
229,20240829,20240912,1595,23,4,Low,Resolved,112,No,Network
230,20230528,20230531,1230,39,1,Critical,Escalated,24,Yes,Software
231,20221109,20221120,1362,29,4,Medium,Escalated,90,No,Hardware
232,20230730,20230802,1552,40,3,Low,Resolved,22,No,Other
233,20240604,20240612,1171,37,1,High,Open,63,Yes,Hardware
234,20250731,20250801,1299,20,1,High,Resolved,8,Yes,Account Access
235,20250218,20250303,1133,26,1,Critical,Closed,103,Yes,Account Access
236,20250204,20250206,1702,15,2,Medium,Escalated,15,No,Hardware
237,20231118,20231119,1656,12,2,Medium,Resolved,7,No,Account Access
238,20250512,20250519,1625,17,4,Low,Open,56,No,Email
239,20220614,20220618,1602,5,2,Medium,Closed,32,No,Email
240,20221101,20221104,1296,25,1,High,Resolved,26,Yes,Email
241,20220605,20220608,1490,12,1,Medium,Open,26,Yes,Other
242,20251022,20251101,1466,39,4,High,Closed,80,No,Other
243,20230912,20230923,1735,3,4,High,Closed,88,No,Email
244,20250628,20250701,1490,35,1,Medium,Escalated,25,No,Other
245,20240814,20240816,1150,23,1,High,Escalated,16,No,Software
246,20221130,20221205,1037,15,4,High,Escalated,40,No,Other
247,20240826,20240827,1168,18,3,High,Resolved,8,No,Hardware
248,20230526,20230531,1030,2,4,High,Resolved,38,No,Other
249,20250809,20250819,1399,25,3,Medium,Escalated,80,No,Software
250,20241109,20241123,1634,40,1,Low,Open,112,No,Other
251,20221009,20221017,1079,5,1,Critical,Open,62,Yes,Network
252,20240307,20240314,1655,15,2,High,Open,53,No,Other
253,20241021,20241104,1579,26,3,Low,Open,113,No,Email
254,20220429,20220513,1068,23,4,Medium,Open,110,No,Other
255,20241124,20241205,1181,3,1,Critical,Open,87,No,Account Access
256,20220717,20220720,1219,18,2,Medium,Resolved,22,Yes,Network
257,20230430,20230513,1191,8,4,High,Resolved,106,Yes,Email
258,20241218,20241230,1125,33,2,Medium,Closed,95,No,Software
259,20240416,20240425,1530,31,3,Critical,Resolved,72,No,Other
260,20250330,20250410,1600,2,3,Medium,Closed,91,No,Email
261,20241005,20241015,1594,19,3,High,Closed,81,No,Email
262,20231122,20231205,1317,2,1,Low,Closed,102,No,Software
263,20250514,20250521,1258,40,2,Low,Escalated,56,No,Hardware
264,20241101,20241102,1729,4,3,High,Open,8,No,Hardware
265,20230505,20230511,1414,16,4,Medium,Escalated,49,No,Other
266,20221003,20221007,1630,39,1,High,Closed,34,No,Hardware
267,20231124,20231130,1720,40,1,High,Open,48,No,Email
268,20220830,20220913,1320,36,2,Medium,Open,115,No,Network
269,20250524,20250527,1570,12,4,Medium,Escalated,25,No,Hardware
270,20250628,20250703,1184,37,2,Critical,Escalated,41,No,Hardware
271,20220506,20220509,1011,15,2,High,Resolved,26,No,Email
272,20220805,20220812,1735,27,3,Low,Resolved,55,No,Email
273,20250822,20250827,1087,5,3,High,Closed,41,No,Email
274,20250423,20250427,1097,9,1,Low,Escalated,33,No,Network
275,20241128,20241208,1407,23,4,Medium,Closed,79,No,Email
276,20250531,20250607,1392,23,4,High,Open,55,No,Other
277,20250422,20250429,1687,7,3,Low,Resolved,55,Yes,Network
278,20230510,20230520,1067,18,4,Critical,Resolved,82,Yes,Software
279,20230303,20230312,1664,19,1,Low,Resolved,70,No,Network
280,20250416,20250419,1663,30,3,Medium,Open,26,No,Network
281,20240707,20240718,1358,19,2,High,Escalated,88,No,Hardware
282,20251222,20260102,1317,21,1,Critical,Resolved,88,No,Account Access
283,20250810,20250820,1078,9,3,Low,Open,81,No,Software
284,20220531,20220608,1344,31,1,Critical,Open,64,No,Email
285,20230119,20230126,1700,5,2,Low,Resolved,52,No,Email
286,20221104,20221113,1119,30,1,Medium,Escalated,73,No,Other
287,20250921,20250923,1265,27,3,High,Open,16,Yes,Software
288,20240116,20240122,1009,21,1,High,Resolved,46,No,Email
289,20240610,20240615,1581,29,1,Critical,Closed,38,No,Network
290,20230110,20230113,1243,35,4,Critical,Resolved,25,No,Account Access
291,20241028,20241104,1324,33,3,Medium,Escalated,56,Yes,Other
292,20250926,20251001,1315,17,3,Low,Open,40,No,Other
293,20220509,20220515,1467,35,3,Low,Closed,47,No,Hardware
294,20241011,20241015,1469,17,1,Critical,Closed,31,No,Account Access
295,20231031,20231107,1622,11,1,Low,Closed,56,No,Network
296,20251007,20251020,1214,39,1,Critical,Resolved,106,No,Network
297,20251013,20251026,1473,31,3,Low,Escalated,105,No,Network
298,20230601,20230608,1525,31,3,Medium,Escalated,53,Yes,Hardware
299,20220327,20220401,1254,7,3,Low,Resolved,41,No,Hardware
300,20250413,20250420,1317,29,2,Medium,Closed,59,No,Network
301,20250501,20250508,1255,38,1,Critical,Open,57,No,Email
302,20221107,20221117,1526,20,4,Critical,Escalated,78,Yes,Network
303,20250216,20250301,1171,3,1,High,Resolved,104,No,Software
304,20250526,20250603,1641,9,1,Medium,Closed,66,No,Account Access
305,20230303,20230317,1374,33,2,Low,Resolved,113,No,Software
306,20251208,20251219,1459,35,2,Medium,Open,90,No,Other
307,20220424,20220425,1574,26,3,High,Escalated,6,No,Network
308,20250314,20250318,1279,3,2,Low,Closed,31,No,Software
309,20221030,20221110,1513,23,2,High,Open,87,Yes,Network
310,20240114,20240115,1593,21,2,High,Closed,6,No,Account Access
311,20230811,20230814,1603,35,4,Medium,Escalated,27,No,Account Access
312,20240913,20240921,1728,34,4,Medium,Closed,65,No,Software
313,20221211,20221224,1360,21,3,Low,Resolved,105,No,Software
314,20240324,20240405,1423,36,3,Low,Closed,97,No,Email
315,20240311,20240318,1518,3,1,Medium,Open,57,No,Email
316,20241021,20241024,1492,6,1,Low,Open,22,No,Network
317,20250316,20250320,1503,36,3,High,Open,30,No,Software
318,20250803,20250805,1459,38,3,High,Resolved,19,Yes,Hardware
319,20241212,20241214,1572,34,2,Critical,Open,15,No,Email
320,20250820,20250825,1427,6,3,High,Resolved,39,No,Hardware
321,20241228,20250110,1502,3,4,High,Resolved,104,Yes,Hardware
322,20221227,20221229,1108,3,4,High,Open,16,No,Software
323,20250528,20250608,1466,36,1,Medium,Open,88,Yes,Hardware
324,20241006,20241013,1451,19,1,Low,Escalated,57,No,Network
325,20231205,20231206,1129,16,3,Critical,Resolved,8,No,Account Access
326,20230729,20230807,1471,10,4,Medium,Escalated,70,No,Software
327,20250330,20250409,1044,33,3,Critical,Escalated,80,No,Other
328,20250117,20250118,1394,1,1,Medium,Escalated,6,No,Hardware
329,20231119,20231130,1471,8,2,Low,Escalated,87,No,Account Access
330,20240220,20240221,1250,29,3,High,Open,8,No,Other
331,20230808,20230822,1200,34,2,Low,Escalated,110,Yes,Other
332,20230812,20230821,1122,37,4,Low,Closed,75,No,Software
333,20250328,20250404,1518,11,2,Medium,Escalated,56,No,Other
334,20230504,20230518,1028,11,3,Low,Open,112,No,Hardware
335,20240828,20240907,1482,40,3,Low,Open,79,No,Hardware
336,20250909,20250921,1663,23,1,Critical,Escalated,96,No,Email
337,20251105,20251109,1322,36,1,High,Resolved,35,No,Software
338,20250130,20250202,1256,36,1,Critical,Escalated,25,No,Hardware
339,20230509,20230521,1608,32,3,Critical,Closed,94,No,Email
340,20220119,20220124,1371,9,2,Critical,Escalated,40,No,Network
341,20230201,20230203,1429,36,3,High,Open,15,No,Email
342,20240927,20241003,1737,29,4,Critical,Closed,47,No,Software
343,20250726,20250801,1298,38,3,Low,Escalated,48,No,Network
344,20240430,20240512,1590,11,2,Medium,Open,96,No,Network
345,20251020,20251021,1586,36,1,High,Open,7,Yes,Network
346,20250916,20250928,1509,4,3,Medium,Open,93,No,Hardware
347,20250929,20251009,1444,34,1,Critical,Closed,80,Yes,Email
348,20240401,20240410,1037,2,4,Low,Resolved,70,No,Account Access
349,20230331,20230401,1659,21,3,Medium,Escalated,8,Yes,Email
350,20231226,20240101,1351,26,1,Critical,Resolved,48,No,Other
351,20241224,20241231,1455,10,2,Critical,Open,55,No,Software
352,20250104,20250112,1566,11,2,High,Closed,63,No,Software
353,20231212,20231214,1016,1,2,Medium,Open,17,No,Account Access
354,20220523,20220603,1611,26,1,Medium,Resolved,87,No,Other
355,20240705,20240713,1385,14,1,High,Closed,64,Yes,Other
356,20240407,20240418,1495,21,1,Critical,Escalated,87,No,Network
357,20230828,20230907,1499,40,3,Critical,Open,82,No,Account Access
358,20251211,20251225,1609,3,3,Critical,Closed,111,No,Software
359,20221101,20221103,1138,21,4,Critical,Closed,16,No,Software
360,20240106,20240108,1589,5,4,Low,Resolved,15,No,Other
361,20221018,20221027,1465,40,1,Critical,Escalated,74,No,Hardware
362,20220412,20220419,1278,16,1,Medium,Open,56,Yes,Hardware
363,20250714,20250722,1343,35,1,Medium,Closed,64,No,Account Access
364,20240516,20240517,1043,2,3,High,Resolved,8,Yes,Network
365,20240825,20240904,1714,11,1,Critical,Closed,84,No,Network
366,20240831,20240906,1246,7,3,Low,Resolved,48,No,Other
367,20240421,20240422,1439,4,1,Low,Escalated,6,No,Network
368,20240819,20240824,1175,38,2,Medium,Resolved,41,No,Network
369,20240730,20240801,1036,40,3,Critical,Resolved,16,No,Account Access
370,20241023,20241101,1575,8,2,Medium,Closed,72,No,Network
371,20220326,20220329,1302,28,4,Medium,Escalated,25,No,Hardware
372,20221124,20221204,1494,35,4,Low,Resolved,81,No,Email
373,20240326,20240402,1556,10,3,High,Resolved,56,No,Email
374,20230330,20230401,1057,4,3,High,Escalated,16,No,Network
375,20230921,20231001,1064,35,2,Critical,Escalated,77,No,Email
376,20250529,20250602,1381,29,3,Critical,Closed,32,No,Hardware
377,20250323,20250402,1323,13,4,High,Open,81,Yes,Software
378,20231027,20231030,1239,17,1,Critical,Closed,24,No,Account Access
379,20220112,20220113,1623,19,4,Medium,Resolved,7,Yes,Network
380,20250302,20250312,1258,10,2,High,Closed,80,No,Email
381,20221031,20221106,1601,27,2,Low,Open,48,No,Other
382,20250809,20250814,1241,11,2,High,Closed,40,No,Network
383,20240901,20240907,1326,15,3,Medium,Resolved,47,No,Hardware
384,20250816,20250830,1265,4,4,High,Escalated,112,No,Network
385,20240222,20240223,1265,19,4,High,Open,6,No,Network
386,20220212,20220223,1576,24,4,Medium,Open,88,No,Software
387,20240801,20240809,1368,29,2,Medium,Escalated,64,No,Hardware
388,20221209,20221213,1313,4,2,Critical,Open,32,No,Account Access
389,20250911,20250918,1243,5,4,Low,Escalated,56,No,Network
390,20230513,20230521,1292,28,3,Medium,Open,64,No,Email
391,20221230,20230102,1330,5,3,High,Escalated,28,No,Software
392,20240609,20240623,1077,32,4,Low,Escalated,114,No,Account Access
393,20230303,20230307,1293,38,2,Medium,Resolved,32,Yes,Email
394,20241001,20241010,1507,24,4,Low,Escalated,73,No,Email
395,20220121,20220202,1316,13,4,Low,Escalated,97,No,Email
396,20230211,20230220,1449,27,1,Low,Escalated,70,No,Account Access
397,20230911,20230918,1102,18,4,High,Closed,55,No,Hardware
398,20241011,20241014,1585,38,2,Critical,Resolved,26,No,Software
399,20221202,20221216,1028,30,3,Critical,Open,112,No,Other
400,20250214,20250225,1689,33,2,Low,Closed,88,No,Network
401,20250221,20250225,1320,33,1,High,Resolved,33,No,Other
402,20230203,20230210,1363,18,2,Critical,Escalated,55,Yes,Hardware
403,20240303,20240316,1248,21,3,Medium,Resolved,104,No,Hardware
404,20231216,20231222,1253,18,4,High,Closed,47,No,Email
405,20220220,20220226,1096,32,4,Medium,Escalated,47,No,Hardware
406,20221120,20221201,1749,38,2,High,Escalated,89,No,Network
407,20240228,20240303,1663,33,4,Medium,Resolved,32,No,Account Access
408,20220521,20220531,1680,16,1,Medium,Closed,81,No,Account Access
409,20230415,20230423,1021,9,3,Low,Resolved,65,No,Hardware
410,20240226,20240306,1521,28,2,Low,Open,70,No,Hardware
411,20250919,20250929,1555,27,2,Medium,Resolved,82,No,Account Access
412,20240821,20240828,1699,11,1,Low,Escalated,56,No,Software
413,20241004,20241012,1153,32,4,Low,Resolved,62,No,Account Access
414,20230108,20230118,1397,29,2,Critical,Open,82,No,Network
415,20230509,20230511,1139,8,2,Medium,Open,16,No,Other
416,20240121,20240125,1019,6,4,Low,Closed,32,No,Other
417,20250325,20250328,1481,3,1,Medium,Escalated,23,Yes,Software
418,20221018,20221024,1290,39,1,Low,Open,53,No,Software
419,20250313,20250315,1364,7,4,Critical,Resolved,12,No,Hardware
420,20220416,20220423,1213,7,2,Medium,Escalated,55,No,Network
421,20251214,20251222,1574,3,1,High,Closed,62,Yes,Other
422,20231101,20231105,1485,8,1,Low,Open,29,No,Account Access
423,20220102,20220110,1656,26,3,Critical,Escalated,65,Yes,Network
424,20230812,20230820,1411,31,4,Medium,Closed,67,No,Account Access
